Gene	Transcript_ID	Protein_ID	Length
SH3GLB1	ENST00000482504.1	ENSP00000418744.1	386
SHISA4	ENST00000362011.7	ENSP00000355064.7	197
SIGLEC14	ENST00000360844.7	ENSP00000354090.5	396
SIGLEC9	ENST00000250360.8	ENSP00000250360.2	463
SIGLEC9	ENST00000440804.7	ENSP00000413861.2	479
SIGLEC9	ENST00000599948.1	ENSP00000472483.1	205
SIPA1L1	ENST00000381232.8	ENSP00000370630.3	1783
SIPA1L1	ENST00000557151.5	ENSP00000452080.1	32
SIPA1L1	ENST00000555818.5	ENSP00000450832.1	1804
SIPA1L1	ENST00000358550.6	ENSP00000351352.2	1782
SIPA1L1	ENST00000537413.5	ENSP00000440682.1	1257
SIPA1L1	ENST00000555066.1	ENSP00000452450.1	261
SIPA1L2	ENST00000366630.5	ENSP00000355589.1	1722
SIPA1L2	ENST00000674749.1	ENSP00000502328.1	1704
SIPA1L2	ENST00000674635.1	ENSP00000502693.1	1722
SIPA1L2	ENST00000675407.1	ENSP00000502580.1	1704
SIPA1L2	ENST00000675685.1	ENSP00000501553.1	1704
SIPA1L2	ENST00000676213.1	ENSP00000501897.1	1773
SIPA1L2	ENST00000308942.4	ENSP00000309102.4	778
SIRPA	ENST00000400068.7	ENSP00000382941.4	504
SIRPA	ENST00000622179.4	ENSP00000478763.1	508
SIRPA	ENST00000356025.7	ENSP00000348307.3	504
SIRPA	ENST00000358771.5	ENSP00000351621.4	504
SIRPB1	ENST00000381605.9	ENSP00000371018.5	398
SIRPB1	ENST00000381603.7	ENSP00000371016.3	181
SIRPB1	ENST00000262929.9	ENSP00000262929.5	180
SIRPB1	ENST00000569629.1	ENSP00000457323.1	58
SIRPB1	ENST00000563840.1	ENSP00000456351.1	156
SIRPB1	ENST00000565076.1	ENSP00000457829.1	182
SIRPB1	ENST00000569387.5	ENSP00000456519.1	77
SIRPB1	ENST00000566055.5	ENSP00000457458.1	77
SIRPB1	ENST00000565087.5	ENSP00000457855.1	77
SIRPB1	ENST00000562014.5	ENSP00000455568.1	236
SIRPB1	ENST00000279477.11	ENSP00000279477.7	398
SIRPB1	ENST00000568365.1	ENSP00000456826.1	398
SIRPB2	ENST00000359801.8	ENSP00000352849.3	342
SIRPB2	ENST00000444444.2	ENSP00000402438.1	244
SLC11A1	ENST00000233202.11	ENSP00000233202.6	550
SLC12A6	ENST00000354181.8	ENSP00000346112.3	1150
SLC12A6	ENST00000290209.9	ENSP00000290209.5	1099
SLC12A6	ENST00000676379.1	ENSP00000502539.1	1142
SLC12A6	ENST00000397707.6	ENSP00000380819.2	1135
SLC12A6	ENST00000560611.5	ENSP00000454168.1	1150
SLC12A6	ENST00000458406.6	ENSP00000387725.2	1091
SLC12A6	ENST00000397702.6	ENSP00000380814.2	1091
SLC12A6	ENST00000560164.5	ENSP00000452705.1	962
SLC12A6	ENST00000558667.5	ENSP00000453473.1	1150
SLC12A6	ENST00000558589.5	ENSP00000452776.1	1141
SLC12A6	ENST00000561120.5	ENSP00000452771.1	152
SLC12A6	ENST00000559236.5	ENSP00000452828.1	135
SLC12A6	ENST00000559484.1	ENSP00000452857.1	60
SLC15A3	ENST00000536491.2	ENSP00000439535.2	394
SLC15A3	ENST00000538739.2	ENSP00000441559.2	448
SLC15A3	ENST00000681275.1	ENSP00000505077.1	535
SLC15A3	ENST00000679573.1	ENSP00000505011.1	579
SLC15A3	ENST00000681882.1	ENSP00000506396.1	527
SLC15A3	ENST00000681951.1	ENSP00000506057.1	502
SLC15A3	ENST00000227880.8	ENSP00000227880.2	581
SLC15A3	ENST00000537307.1	ENSP00000437908.1	247
SLC16A3	ENST00000580098.6	ENSP00000463880.2	410
SLC16A3	ENST00000584689.6	ENSP00000464625.2	465
SLC16A3	ENST00000392341.6	ENSP00000376152.1	465
SLC16A3	ENST00000582743.6	ENSP00000462405.1	465
SLC16A3	ENST00000578684.6	ENSP00000463912.2	417
SLC16A3	ENST00000577650.6	ENSP00000463063.2	439
SLC16A3	ENST00000582715.1	ENSP00000464326.1	79
SLC16A3	ENST00000392339.6	ENSP00000376150.1	465
SLC16A3	ENST00000581287.5	ENSP00000463978.1	465
SLC16A3	ENST00000617373.5	ENSP00000483212.1	465
SLC16A3	ENST00000580189.6	ENSP00000464112.2	465
SLC16A3	ENST00000619321.2	ENSP00000482013.1	465
SLC16A3	ENST00000583025.1	ENSP00000463005.1	306
SLC16A5	ENST00000580123.5	ENSP00000463434.1	505
SLC16A5	ENST00000578847.5	ENSP00000462866.1	53
SLC16A5	ENST00000329783.9	ENSP00000330141.4	505
SLC16A5	ENST00000578376.5	ENSP00000463363.1	454
SLC16A5	ENST00000450736.6	ENSP00000390564.2	505
SLC16A5	ENST00000584207.5	ENSP00000462267.1	203
SLC16A5	ENST00000538213.6	ENSP00000440212.2	500
SLC16A5	ENST00000584118.1	ENSP00000463931.1	236
SLC19A1	ENST00000417954.5	ENSP00000393988.1	269
SLC19A1	ENST00000567670.5	ENSP00000457278.1	545
SLC19A1	ENST00000311124.9	ENSP00000308895.4	591
SLC19A1	ENST00000380010.8	ENSP00000369347.4	489
SLC19A1	ENST00000650808.1	ENSP00000498221.1	489
SLC19A1	ENST00000485649.3	ENSP00000441772.1	551
SLC19A1	ENST00000427839.5	ENSP00000401850.1	182
SLC19A1	ENST00000443742.1	ENSP00000411345.1	154
SLC19A1	ENST00000528477.1	ENSP00000435780.1	60
SLC22A15	ENST00000369503.9	ENSP00000358515.4	547
SLC22A15	ENST00000369502.1	ENSP00000358514.1	245
SLC22A4	ENST00000200652.4	ENSP00000200652.3	551
SLC25A37	ENST00000519973.6	ENSP00000429200.1	338
SLC25A37	ENST00000523930.1	ENSP00000428066.1	153
SLC25A44	ENST00000423538.6	ENSP00000407560.3	322
SLC25A44	ENST00000684582.1	ENSP00000507428.1	101
SLC25A44	ENST00000359511.5	ENSP00000352497.4	314
SLC2A3	ENST00000075120.12	ENSP00000075120.7	496
SLC2A3	ENST00000707174.1	ENSP00000516774.1	496
SLC2A3	ENST00000544291.1	ENSP00000440750.1	141
SLC31A1	ENST00000374212.5	ENSP00000363329.4	190
SLC36A1	ENST00000520111.5	ENSP00000429796.1	99
SLC36A1	ENST00000520701.5	ENSP00000428140.1	476
SLC36A1	ENST00000429484.6	ENSP00000395640.2	243
SLC36A1	ENST00000243389.8	ENSP00000243389.3	476
SLC36A1	ENST00000517945.5	ENSP00000427804.1	70
SLC36A1	ENST00000521925.5	ENSP00000430305.1	388
SLC36A1	ENST00000519829.2	ENSP00000428471.1	71
SLC36A1	ENST00000517628.1	ENSP00000428738.1	145
SLC40A1	ENST00000261024.7	ENSP00000261024.3	571
SLC40A1	ENST00000427241.5	ENSP00000390005.1	200
SLC40A1	ENST00000455320.5	ENSP00000413549.1	55
SLC40A1	ENST00000427419.5	ENSP00000392730.1	25
SLC40A1	ENST00000440626.1	ENSP00000396134.1	25
SLC43A2	ENST00000301335.10	ENSP00000301335.5	569
SLC43A2	ENST00000571650.5	ENSP00000461382.1	573
SLC43A2	ENST00000412517.3	ENSP00000408284.3	432
SLC45A4	ENST00000519067.5	ENSP00000429059.1	717
SLC45A4	ENST00000517878.6	ENSP00000428137.1	808
SLC45A4	ENST00000024061.7	ENSP00000024061.3	798
SLC45A4	ENST00000520137.1	ENSP00000429033.1	95
SLC45A4	ENST00000519986.1	ENSP00000429974.1	102
SLC49A3	ENST00000322224.9	ENSP00000320234.4	559
SLC49A3	ENST00000347950.9	ENSP00000307545.5	441
SLC49A3	ENST00000404286.6	ENSP00000384616.2	560
SLC49A3	ENST00000515118.5	ENSP00000423204.1	463
SLC49A3	ENST00000503156.5	ENSP00000425753.1	420
SLC49A3	ENST00000512249.1	ENSP00000425038.1	199
SLC49A3	ENST00000507165.5	ENSP00000424556.1	217
SLC6A6	ENST00000613060.4	ENSP00000481625.1	721
SLC6A6	ENST00000622186.5	ENSP00000480890.1	620
SLC6A6	ENST00000621751.4	ENSP00000482560.1	200
SLC6A6	ENST00000452775.1	ENSP00000402059.1	109
SLC6A6	ENST00000452151.1	ENSP00000399522.1	95
SMCHD1	ENST00000688342.1	ENSP00000508422.1	1961
SMCHD1	ENST00000320876.11	ENSP00000326603.7	2005
SMIM27	ENST00000453396.5	ENSP00000490275.1	55
SMIM27	ENST00000450093.3	ENSP00000490727.2	55
SMIM27	ENST00000692500.1	ENSP00000508648.1	55
SMIM27	ENST00000451672.2	ENSP00000414891.2	35
SMIM27	ENST00000644531.1	ENSP00000493510.1	91
SMIM27	ENST00000635960.1	ENSP00000492552.1	76
SMOX	ENST00000621355.4	ENSP00000478305.1	585
SMOX	ENST00000278795.7	ENSP00000278795.3	532
SMOX	ENST00000339123.10	ENSP00000344595.6	502
SMOX	ENST00000305958.9	ENSP00000307252.4	555
SMOX	ENST00000346595.6	ENSP00000341775.2	190
SMOX	ENST00000379460.6	ENSP00000368773.2	555
SMOX	ENST00000457205.1	ENSP00000407269.1	442
SMPDL3B	ENST00000373894.8	ENSP00000363001.3	455
SMPDL3B	ENST00000411604.5	ENSP00000388092.1	269
SMPDL3B	ENST00000373888.8	ENSP00000362995.4	373
SMPDL3B	ENST00000549094.1	ENSP00000449450.1	407
SNX10	ENST00000338523.9	ENSP00000343709.5	201
SNX10	ENST00000446848.6	ENSP00000395474.3	201
SNX10	ENST00000416246.6	ENSP00000408164.2	161
SNX10	ENST00000698074.1	ENSP00000513546.1	161
SNX10	ENST00000698075.1	ENSP00000513547.1	161
SNX10	ENST00000698076.1	ENSP00000513548.1	161
SNX10	ENST00000698077.1	ENSP00000513549.1	192
SNX10	ENST00000698078.1	ENSP00000513550.1	201
SNX10	ENST00000698079.1	ENSP00000513551.1	201
SNX10	ENST00000698080.1	ENSP00000513552.1	201
SNX10	ENST00000409367.6	ENSP00000387274.1	161
SNX10	ENST00000698084.1	ENSP00000513555.1	161
SNX10	ENST00000698087.1	ENSP00000513557.1	223
SNX10	ENST00000698088.1	ENSP00000513558.1	201
SNX10	ENST00000698089.1	ENSP00000513559.1	161
SNX10	ENST00000698090.1	ENSP00000513560.1	201
SNX10	ENST00000396376.5	ENSP00000379661.1	201
SNX10	ENST00000409838.1	ENSP00000386540.1	117
SNX27	ENST00000642376.1	ENSP00000496645.1	407
SNX27	ENST00000368843.8	ENSP00000357836.3	528
SNX27	ENST00000458013.7	ENSP00000400333.2	541
SNX27	ENST00000368838.2	ENSP00000357831.2	394
SNX27	ENST00000482791.2	ENSP00000493556.1	194
SOCS3	ENST00000330871.3	ENSP00000330341.2	225
SOCS3	ENST00000587578.1	ENSP00000464727.1	15
SOD2	ENST00000538183.7	ENSP00000446252.1	222
SOD2	ENST00000367055.8	ENSP00000356022.4	222
SOD2	ENST00000367054.6	ENSP00000356021.2	183
SOD2	ENST00000546087.5	ENSP00000442920.1	176
SOD2	ENST00000444946.6	ENSP00000404804.2	162
SOD2	ENST00000337404.8	ENSP00000337127.4	183
SOD2	ENST00000545162.5	ENSP00000441362.1	190
SOD2	ENST00000535561.5	ENSP00000445015.1	183
SOD2	ENST00000537657.5	ENSP00000439191.1	111
SOD2	ENST00000401980.3	ENSP00000384196.3	61
SOD2	ENST00000452684.2	ENSP00000406713.2	140
SORL1	ENST00000260197.12	ENSP00000260197.6	2214
SORL1	ENST00000525532.5	ENSP00000434634.1	1158
SORL1	ENST00000532694.5	ENSP00000432131.1	1060
SORL1	ENST00000534286.5	ENSP00000436447.1	1124
SORL1	ENST00000527934.1	ENSP00000435405.1	829
SOX6	ENST00000316399.10	ENSP00000324948.6	808
SOX6	ENST00000683767.1	ENSP00000507545.1	828
SOX6	ENST00000655819.1	ENSP00000499737.1	804
SOX6	ENST00000396356.7	ENSP00000379644.3	808
SOX6	ENST00000528252.5	ENSP00000432134.1	801
SOX6	ENST00000527619.6	ENSP00000434455.2	801
SOX6	ENST00000528429.5	ENSP00000433233.1	828
SOX6	ENST00000533411.5	ENSP00000436170.1	159
SOX6	ENST00000526673.1	ENSP00000434892.1	139
SOX6	ENST00000529469.1	ENSP00000432596.1	79
SPAG9	ENST00000262013.12	ENSP00000262013.7	1321
SPAG9	ENST00000510283.5	ENSP00000423165.1	1177
SPAG9	ENST00000505279.5	ENSP00000426900.1	1311
SPAG9	ENST00000357122.8	ENSP00000349636.4	1307
SPAG9	ENST00000513906.1	ENSP00000430205.1	250
SPAG9	ENST00000511795.1	ENSP00000429343.1	174
SPAG9	ENST00000510855.1	ENSP00000426061.1	156
SPARC	ENST00000231061.9	ENSP00000231061.4	303
SPARC	ENST00000538026.5	ENSP00000440127.1	149
SPARC	ENST00000521569.1	ENSP00000428119.1	115
SPARC	ENST00000539687.6	ENSP00000444998.2	110
SPARC	ENST00000522348.1	ENSP00000429152.1	53
SPEN	ENST00000673875.1	ENSP00000501122.1	704
SPEN	ENST00000375759.8	ENSP00000364912.3	3664
SPEN	ENST00000442985.1	ENSP00000400914.1	297
SPEN	ENST00000704274.1	ENSP00000515812.1	2170
SPG21	ENST00000204566.7	ENSP00000204566.2	308
SPG21	ENST00000559199.5	ENSP00000456365.1	154
SPG21	ENST00000433215.6	ENSP00000404111.2	308
SPG21	ENST00000416889.6	ENSP00000394846.2	281
SPG21	ENST00000558765.5	ENSP00000452728.1	150
SPG21	ENST00000557795.5	ENSP00000453541.1	141
SPG21	ENST00000559677.5	ENSP00000453333.1	102
SPG21	ENST00000558943.5	ENSP00000453362.1	71
SPG21	ENST00000558415.5	ENSP00000453167.1	53
SPG21	ENST00000560878.1	ENSP00000453658.1	40
SPOPL	ENST00000280098.9	ENSP00000280098.4	392
SPP1	ENST00000237623.11	ENSP00000237623.7	300
SPP1	ENST00000682655.1	ENSP00000508280.1	192
SPP1	ENST00000508233.6	ENSP00000422973.2	273
SPP1	ENST00000360804.4	ENSP00000354042.4	287
SPP1	ENST00000395080.8	ENSP00000378517.3	314
SPP1	ENST00000614857.5	ENSP00000477824.2	314
SRARP	ENST00000329454.2	ENSP00000332162.2	169
SREBF1	ENST00000261646.11	ENSP00000261646.5	1147
SREBF1	ENST00000395757.6	ENSP00000379106.2	1071
SREBF1	ENST00000355815.8	ENSP00000348069.4	1177
SREBF1	ENST00000486311.5	ENSP00000466453.1	157
SREBF1	ENST00000478616.1	ENSP00000464923.1	163
SREBF1	ENST00000423161.3	ENSP00000411516.3	325
SRXN1	ENST00000381962.4	ENSP00000371388.4	137
ST20-MTHFS	ENST00000615374.5	ENSP00000489525.1	179
ST20-MTHFS	ENST00000479961.1	ENSP00000455643.1	179
ST20-MTHFS	ENST00000494999.1	ENSP00000489298.1	122
ST3GAL4	ENST00000227495.10	ENSP00000227495.6	329
ST3GAL4	ENST00000676545.1	ENSP00000503901.1	264
ST3GAL4	ENST00000678865.1	ENSP00000504245.1	354
ST3GAL4	ENST00000444328.7	ENSP00000394354.2	333
ST3GAL4	ENST00000677503.1	ENSP00000504548.1	350
ST3GAL4	ENST00000530591.5	ENSP00000433989.1	329
ST3GAL4	ENST00000534083.5	ENSP00000433318.1	333
ST3GAL4	ENST00000356132.9	ENSP00000348451.5	354
ST3GAL4	ENST00000526311.5	ENSP00000432647.1	111
ST3GAL4	ENST00000528858.5	ENSP00000432424.1	209
ST3GAL4	ENST00000534452.5	ENSP00000434756.1	93
ST3GAL4	ENST00000392669.6	ENSP00000376437.2	333
ST3GAL4	ENST00000526727.5	ENSP00000436047.1	333
ST3GAL4	ENST00000449406.6	ENSP00000399444.2	322
ST3GAL4	ENST00000532243.5	ENSP00000434349.1	332
ST3GAL4	ENST00000534457.5	ENSP00000434668.1	328
ST3GAL4	ENST00000524860.1	ENSP00000431170.1	153
ST3GAL6	ENST00000265261.11	ENSP00000265261.7	331
ST3GAL6	ENST00000460774.5	ENSP00000419209.1	101
ST3GAL6	ENST00000497008.5	ENSP00000417584.1	165
ST3GAL6	ENST00000486334.6	ENSP00000418896.2	231
ST3GAL6	ENST00000394162.5	ENSP00000377717.1	331
ST3GAL6	ENST00000613264.5	ENSP00000480884.2	331
ST3GAL6	ENST00000468553.5	ENSP00000420474.1	146
ST3GAL6	ENST00000485391.5	ENSP00000418650.1	218
ST3GAL6	ENST00000483910.6	ENSP00000417376.1	331
ST3GAL6	ENST00000492254.6	ENSP00000417201.2	239
ST3GAL6	ENST00000485145.1	ENSP00000419202.1	157
ST6GALNAC2	ENST00000225276.10	ENSP00000225276.4	374
ST6GALNAC2	ENST00000588920.1	ENSP00000466560.1	212
ST8SIA4	ENST00000231461.10	ENSP00000231461.4	359
ST8SIA4	ENST00000451528.2	ENSP00000428914.1	168
STARD10	ENST00000537351.5	ENSP00000445708.1	142
STARD10	ENST00000543304.5	ENSP00000438792.1	291
STARD10	ENST00000334805.11	ENSP00000335247.6	291
STARD10	ENST00000538536.5	ENSP00000440016.1	245
STARD10	ENST00000545082.5	ENSP00000443548.1	262
STARD10	ENST00000544767.5	ENSP00000438357.1	169
STARD10	ENST00000537947.5	ENSP00000445657.1	252
STARD10	ENST00000536728.5	ENSP00000442414.1	150
STARD10	ENST00000400925.2	ENSP00000444027.1	121
STARD10	ENST00000542989.5	ENSP00000443597.1	191
STARD10	ENST00000546314.5	ENSP00000445886.1	137
STARD10	ENST00000539138.1	ENSP00000441589.1	82
STARD10	ENST00000535054.1	ENSP00000440924.1	58
STARD10	ENST00000536290.5	ENSP00000443523.1	89
STARD10	ENST00000536377.5	ENSP00000438924.1	131
STARD10	ENST00000540587.1	ENSP00000440302.1	11
STEAP4	ENST00000380079.9	ENSP00000369419.4	459
STEAP4	ENST00000301959.9	ENSP00000305545.5	283
STEAP4	ENST00000414498.1	ENSP00000394399.1	339
STK11	ENST00000585748.3	ENSP00000477641.2	309
STK11	ENST00000585465.3	ENSP00000490268.2	404
STK11	ENST00000326873.12	ENSP00000324856.6	433
STK11	ENST00000652231.1	ENSP00000498804.1	404
STK11	ENST00000585851.2	ENSP00000467912.2	375
STK40	ENST00000359297.6	ENSP00000352245.2	417
STK40	ENST00000373129.7	ENSP00000362221.3	435
STK40	ENST00000373130.7	ENSP00000362222.3	440
STK40	ENST00000373132.4	ENSP00000362224.4	435
STON1	ENST00000649748.1	ENSP00000497745.1	735
STON1	ENST00000404752.6	ENSP00000385273.1	735
STON1	ENST00000406226.1	ENSP00000384615.1	735
STX7	ENST00000367941.7	ENSP00000356918.1	261
STX7	ENST00000367937.4	ENSP00000356914.4	239
SULF2	ENST00000359930.8	ENSP00000353007.4	870
SULF2	ENST00000688720.1	ENSP00000508753.1	870
SULF2	ENST00000484875.5	ENSP00000418290.1	870
SULF2	ENST00000495544.5	ENSP00000417894.1	207
SULF2	ENST00000467815.5	ENSP00000418442.1	867
SULF2	ENST00000437955.1	ENSP00000410026.1	189
SULT1A1	ENST00000569554.5	ENSP00000457912.1	295
SULT1A1	ENST00000314752.12	ENSP00000321988.7	295
SULT1A1	ENST00000566189.5	ENSP00000456459.1	281
SULT1A1	ENST00000567512.1	ENSP00000455979.1	169
SULT1B1	ENST00000310613.8	ENSP00000308770.2	296
SULT1B1	ENST00000510821.1	ENSP00000425464.1	155
SULT1B1	ENST00000512870.1	ENSP00000427536.1	73
SVIL	ENST00000355867.9	ENSP00000348128.4	2214
SVIL	ENST00000375400.7	ENSP00000364549.3	1788
SVIL	ENST00000375398.6	ENSP00000364547.3	2182
SVIL	ENST00000674475.1	ENSP00000501521.1	1904
SVIL	ENST00000632315.1	ENSP00000488171.1	963
SVIL	ENST00000674242.1	ENSP00000501407.1	279
SVIL	ENST00000674490.1	ENSP00000501398.1	2
SYK	ENST00000375751.8	ENSP00000364904.4	612
SYK	ENST00000375754.9	ENSP00000364907.4	635
SYK	ENST00000375747.5	ENSP00000364899.1	612
SYK	ENST00000375746.1	ENSP00000364898.1	635
SYP	ENST00000263233.9	ENSP00000263233.4	313
SYP	ENST00000472598.5	ENSP00000418387.1	203
SYP	ENST00000479808.5	ENSP00000418169.1	313
SYTL4	ENST00000685623.1	ENSP00000509693.1	671
SYTL4	ENST00000372989.6	ENSP00000362080.1	671
SYTL4	ENST00000276141.10	ENSP00000276141.6	671
SYTL4	ENST00000263033.9	ENSP00000263033.5	671
SYTL4	ENST00000372981.1	ENSP00000362072.1	349
TACC3	ENST00000458173.4	ENSP00000415914.4	272
TACC3	ENST00000651472.1	ENSP00000498361.1	838
TACC3	ENST00000612220.5	ENSP00000478580.2	478
TACC3	ENST00000313288.9	ENSP00000326550.4	838
TACC3	ENST00000493975.5	ENSP00000418095.1	230
TACC3	ENST00000652770.1	ENSP00000498219.1	834
TACC3	ENST00000470136.2	ENSP00000420838.1	217
TAFA2	ENST00000416284.8	ENSP00000393987.3	131
TAFA2	ENST00000551619.5	ENSP00000447305.1	131
TAFA2	ENST00000550003.1	ENSP00000449457.1	34
TAFA2	ENST00000551449.1	ENSP00000449632.1	49
TAFA2	ENST00000552075.5	ENSP00000449516.1	110
TAFA2	ENST00000549958.5	ENSP00000447280.1	101
TAFA2	ENST00000548780.1	ENSP00000449310.1	87
TALDO1	ENST00000528097.5	ENSP00000437098.1	318
TALDO1	ENST00000319006.8	ENSP00000321259.3	337
TAS2R40	ENST00000408947.4	ENSP00000386210.3	323
TBC1D3L	ENST00000617678.2	ENSP00000479577.1	549
TBC1D3L	ENST00000612727.5	ENSP00000481508.1	549
TBKBP1	ENST00000578982.6	ENSP00000462339.2	615
TBKBP1	ENST00000537587.6	ENSP00000446365.2	208
TBKBP1	ENST00000361722.7	ENSP00000354777.3	615
TBL1X	ENST00000407597.7	ENSP00000385988.2	577
TBL1X	ENST00000380961.5	ENSP00000370348.1	526
TBL1X	ENST00000424279.6	ENSP00000394097.1	526
TBL1X	ENST00000645353.2	ENSP00000496215.1	577
TBL1X	ENST00000422314.5	ENSP00000415508.1	44
TBL1X	ENST00000645686.1	ENSP00000493782.1	577
TBL1X	ENST00000646640.1	ENSP00000495556.1	577
TBL1X	ENST00000647172.1	ENSP00000495835.1	112
TBL1X	ENST00000452824.5	ENSP00000397878.1	79
TBL1X	ENST00000683056.1	ENSP00000507708.1	439
TBL1X	ENST00000647060.1	ENSP00000495467.1	526
TBXAS1	ENST00000425687.5	ENSP00000388736.1	466
TBXAS1	ENST00000438104.6	ENSP00000388612.3	150
TBXAS1	ENST00000336425.10	ENSP00000338087.7	533
TBXAS1	ENST00000455353.6	ENSP00000391567.3	151
TBXAS1	ENST00000458722.6	ENSP00000411274.3	579
TBXAS1	ENST00000448866.7	ENSP00000402536.3	533
TBXAS1	ENST00000411653.6	ENSP00000411326.3	459
TCP11L2	ENST00000553143.5	ENSP00000447416.1	17
TCP11L2	ENST00000299045.8	ENSP00000299045.3	519
TCP11L2	ENST00000547153.5	ENSP00000448952.1	266
TCP11L2	ENST00000546625.5	ENSP00000449123.1	272
TCP11L2	ENST00000553098.5	ENSP00000448629.1	234
TCP11L2	ENST00000551802.5	ENSP00000447174.1	131
TCP11L2	ENST00000548428.1	ENSP00000447457.1	97
TCP11L2	ENST00000551228.1	ENSP00000449844.1	17
TDP2	ENST00000341060.3	ENSP00000345345.3	304
TDP2	ENST00000378198.9	ENSP00000367440.4	362
TECPR2	ENST00000359520.12	ENSP00000352510.7	1411
TECPR2	ENST00000558678.1	ENSP00000453671.1	1267
TET2	ENST00000305737.6	ENSP00000306705.2	1165
TET2	ENST00000513237.5	ENSP00000425443.1	2023
TET2	ENST00000540549.5	ENSP00000442788.1	2002
TET2	ENST00000380013.9	ENSP00000369351.4	2002
TET2	ENST00000413648.2	ENSP00000391448.2	1167
TET2	ENST00000514870.1	ENSP00000426885.1	110
TFE3	ENST00000315869.8	ENSP00000314129.7	575
TFEB	ENST00000406563.7	ENSP00000383998.3	391
TFEB	ENST00000343317.11	ENSP00000343948.7	476
TFEB	ENST00000419574.6	ENSP00000400276.2	476
TFEB	ENST00000445214.2	ENSP00000393874.2	476
TFEB	ENST00000416140.6	ENSP00000406491.2	476
TFEB	ENST00000419396.6	ENSP00000410391.2	476
TFEB	ENST00000678831.1	ENSP00000503069.1	476
TFEB	ENST00000424495.2	ENSP00000396168.2	476
TFEB	ENST00000420312.6	ENSP00000412551.2	476
TFEB	ENST00000403298.9	ENSP00000384203.4	476
TFEB	ENST00000230323.8	ENSP00000230323.4	476
TFEB	ENST00000677531.1	ENSP00000502927.1	476
TFEB	ENST00000373033.6	ENSP00000362124.1	476
TFEB	ENST00000358871.6	ENSP00000351742.2	490
TFEB	ENST00000394283.5	ENSP00000377824.1	268
TGFA	ENST00000295400.11	ENSP00000295400.6	160
TGFA	ENST00000419940.5	ENSP00000407432.1	131
TGFA	ENST00000445399.5	ENSP00000387493.1	161
TGFA	ENST00000418333.6	ENSP00000404099.2	159
TGFA	ENST00000450929.5	ENSP00000414127.1	165
TGFA	ENST00000444975.5	ENSP00000404131.1	166
TGFA	ENST00000394241.3	ENSP00000377787.3	120
THBD	ENST00000377103.3	ENSP00000366307.2	575
THEMIS2	ENST00000328928.11	ENSP00000329862.7	514
THEMIS2	ENST00000373921.8	ENSP00000363031.3	643
THEMIS2	ENST00000373925.5	ENSP00000363035.1	260
THEMIS2	ENST00000373927.7	ENSP00000363037.3	123
THEMIS2	ENST00000427466.1	ENSP00000392414.1	133
THEMIS2	ENST00000442118.5	ENSP00000413725.1	246
THEMIS2	ENST00000456990.1	ENSP00000398049.1	391
TIAM2	ENST00000461783.7	ENSP00000437188.2	1701
TIAM2	ENST00000682666.1	ENSP00000507157.1	1701
TIAM2	ENST00000538270.5	ENSP00000437435.1	85
TIAM2	ENST00000535231.5	ENSP00000443546.1	53
TIAM2	ENST00000528535.5	ENSP00000434901.1	1367
TIAM2	ENST00000535583.1	ENSP00000442989.1	195
TIAM2	ENST00000360366.8	ENSP00000353528.4	1725
TIAM2	ENST00000529824.6	ENSP00000433348.2	1730
TIAM2	ENST00000456877.6	ENSP00000407183.2	1013
TIAM2	ENST00000528391.6	ENSP00000435335.2	1045
TIAM2	ENST00000275246.11	ENSP00000275246.7	626
TIAM2	ENST00000462408.2	ENSP00000431269.2	156
TIGD3	ENST00000309880.6	ENSP00000308354.5	471
TIMP2	ENST00000585421.5	ENSP00000467584.1	143
TIMP2	ENST00000536189.6	ENSP00000441724.1	143
TIMP2	ENST00000262768.11	ENSP00000262768.6	220
TIMP2	ENST00000586057.5	ENSP00000468296.1	143
TIMP2	ENST00000586713.6	ENSP00000465968.2	143
TLCD2	ENST00000330676.8	ENSP00000331965.6	264
TLE3	ENST00000451782.7	ENSP00000394717.3	769
TLE3	ENST00000558939.5	ENSP00000452871.1	772
TLE3	ENST00000317509.12	ENSP00000319233.8	760
TLE3	ENST00000560589.5	ENSP00000454141.1	716
TLE3	ENST00000559929.5	ENSP00000453081.1	782
TLE3	ENST00000559048.5	ENSP00000453760.1	772
TLE3	ENST00000560939.5	ENSP00000452933.1	774
TLE3	ENST00000557997.5	ENSP00000453083.1	764
TLE3	ENST00000558201.5	ENSP00000452881.1	778
TLE3	ENST00000440567.7	ENSP00000415057.3	762
TLE3	ENST00000559191.5	ENSP00000454029.1	353
TLE3	ENST00000557907.5	ENSP00000453107.1	764
TLE3	ENST00000558379.5	ENSP00000453435.1	767
TLR1	ENST00000308979.7	ENSP00000354932.2	786
TLR1	ENST00000502213.6	ENSP00000421259.1	786
TLR1	ENST00000505940.1	ENSP00000421856.1	161
TLR1	ENST00000515861.5	ENSP00000423017.1	90
TLR1	ENST00000506146.5	ENSP00000423725.1	48
TLR1	ENST00000508364.1	ENSP00000424894.1	23
TLR2	ENST00000646900.2	ENSP00000493968.2	784
TLR2	ENST00000646219.2	ENSP00000496676.2	784
TLR2	ENST00000642580.1	ENSP00000495339.1	784
TLR2	ENST00000642700.2	ENSP00000494425.1	784
TLR2	ENST00000643501.2	ENSP00000496208.2	784
TLR2	ENST00000260010.6	ENSP00000260010.6	784
